"Campaign name","Ad set name","Ad name",Age,Gender,"Campaign name","Result Type",Results,"Cost per result","Amount spent (INR)","Result rate",Frequency,"CTR (all)","CPM (cost per 1,000 impressions)","Reporting starts","Reporting ends"
"PATC Course","PATC Course","Ramnath Iyer",35-44,female,"PATC Course",,,,47.94,,1.5161290322581,3.54609929,340,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","Yatindra Dongre",55-64,male,"PATC Webinar",,,,47.543987244071,,1.283950617284,3.36538462,228.57686175,2022-01-01,2022-03-31
"PATC Webinar – News","News Channels","New Creative #3",18-24,male,"PATC Webinar – News",,,,47.36,,1.3484251968504,0.87591241,69.13868613,2022-01-01,2022-03-31
"PATC Course","PATC Webinar Attendees - PATC Course","Milind Bhalerao",35-44,male,"PATC Course",,,,46.94,,1.5733333333333,1.69491525,397.79661017,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","Inconsistent Profits",45-54,female,"PATC Webinar",,,,46.672222629143,,1.3518518518519,1.36986301,319.67275773,2022-01-01,2022-03-31
"PATC Webinar – News","News Channels","New Creative #3",35-44,female,"PATC Webinar – News",,,,46.51,,2,1.97368421,305.98684211,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","Indicators - Female",25-34,female,"PATC Webinar",,,,46.25,,1.3310810810811,3.04568528,234.7715736,2022-01-01,2022-03-31
"PATC Webinar - Conv - 19th Jan 22","Lookalike + Interest","Prashant Gore",25-34,female,"PATC Webinar - Conv - 19th Jan 22",,,,45.93270347037,,1.1951219512195,4.08163265,937.40211164,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","Simplest Way",35-44,female,"PATC Webinar",,,,45.766353302836,,1.0933333333333,2.43902439,279.0631299,2022-01-01,2022-03-31
"PATC Webinar – Remarketing – Copy","Website Visits",Date,55-64,female,"PATC Webinar – Remarketing – Copy",,,,45.727105039778,,3.5357142857143,3.03030303,461.8899499,2022-01-01,2022-03-31
"PATC Course","PATC Course","Video Ad",25-34,female,"PATC Course",,,,45.65,,1.7105263157895,4.61538462,702.30769231,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","Image Ad #1",25-34,male,"PATC Webinar",,,,45.25,,1.0610169491525,1.91693291,144.5686901,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","New - Imbalance",45-54,unknown,"PATC Webinar",,,,45.17880429783,,4.21875,5.92592593,334.65780961,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","Simplest Way",25-34,female,"PATC Webinar",,,,44.98,,1.2961165048544,0.74906367,168.46441948,2022-01-01,2022-03-31
"PATC Webinar","Lookalike + Engagement - Social Media","Analyse Stocks",25-34,male,"PATC Webinar",,,,44.4,,1.08,1.85185185,274.07407407,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Reels","Testimonial - 2",35-44,unknown,"PATC Webinar",,,,44.168620310875,,1,1.35135135,596.87324744,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1",Date,55-64,male,"PATC Webinar",,,,44.02,,1.280701754386,2.73972603,603.01369863,2022-01-01,2022-03-31
"PATC Webinar - Conv - 19th Jan 22","Lookalike + Interest",Indicators,25-34,female,"PATC Webinar - Conv - 19th Jan 22",,,,43.999696821449,,1.2348484848485,0.61349693,269.93679032,2022-01-01,2022-03-31
"PATC Webinar – News","News Channels","Webinar Feedback",18-24,male,"PATC Webinar – News",,,,43.41,,1.4409509202454,0.35923363,5.77567855,2022-01-01,2022-03-31
"Webinar Purchase - Brand Awarness","Webinar Purchase",Vasudev,55-64,male,"Webinar Purchase - Brand Awarness","Estimated ad recall lift (people)",1,43.250794819148,43.250794819148,1.2345679012346,2.53125,2.4691358,533.96042987,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","Invest in Learning",45-54,unknown,"PATC Webinar",,,,42.89,,4.875,2.56410256,549.87179487,2022-01-01,2022-03-31
"PATC Course","PATC Webinar Attendees - PATC Course","Video Ad",55-64,male,"PATC Course",,,,42.55,,1.8484848484848,9.83606557,697.54098361,2022-01-01,2022-03-31
"PATC Webinar","Lookalike + Engagement - Social Media","Yatindra Dongre - 2",45-54,male,"PATC Webinar",,,,42.32,,1.1259259259259,3.28947368,278.42105263,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","Indicators - Male",45-54,female,"PATC Webinar",,,,42.14,,1.3365384615385,0.71942446,303.16546763,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Reels",Indicators,35-44,unknown,"PATC Webinar",,,,42.138464672293,,3.8125,6.55737705,690.79450282,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Reels",Profits,55-64,male,"PATC Webinar",,,,42.13,,1.1875,4.21052632,443.47368421,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","Simplest Way",25-34,female,"PATC Webinar",,,,41.506692715768,,1.2866666666667,1.55440415,215.06058402,2022-01-01,2022-03-31
"PATC Webinar - Conv - 19th Jan 22","Lookalike + Interest",Vinaya,18-24,male,"PATC Webinar - Conv - 19th Jan 22",,,,41.277956606834,,1.4191176470588,1.8134715,106.93771142,2022-01-01,2022-03-31
"PATC Course","PATC Course","Ramnath Iyer",25-34,female,"PATC Course",,,,41.12,,1.5178571428571,8.23529412,483.76470588,2022-01-01,2022-03-31
"PATC Webinar – News","News Channels","Ramnath Iyer",18-24,male,"PATC Webinar – News",,,,40.85,,1.1871559633028,0.19319938,15.78438949,2022-01-01,2022-03-31
"PATC Webinar – News","News Channels","New to Trading",18-24,male,"PATC Webinar – News",,,,40.71,,1.5324675324675,1.48305085,86.25,2022-01-01,2022-03-31
"PATC Course","PATC Course",Testimonials,25-34,male,"PATC Course",,,,40.63,,1.8446601941748,0.52631579,213.84210526,2022-01-01,2022-03-31
"PATC Webinar – Remarketing – Copy","Website Visits","Last Few Seats Left",55-64,female,"PATC Webinar – Remarketing – Copy",,,,40.419435693962,,2.3055555555556,4.81927711,486.98115294,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – Forex + 1","No Indicators",35-44,male,"PATC Webinar - CBO",,,,39.86,,1.1973684210526,1.64835165,219.01098901,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","Analyse Stocks",35-44,female,"PATC Webinar",,,,39.515640406236,,1.5384615384615,1.66666667,329.29700339,2022-01-01,2022-03-31
"PATC Webinar – News","News Channels",Shark,25-34,female,"PATC Webinar – News",,,,38.82,,1.7615894039735,1.5037594,145.93984962,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","No Indicators",45-54,female,"PATC Webinar",,,,38.725980239172,,1.7125,2.91970803,282.67138861,2022-01-01,2022-03-31
"PATC Course","PATC Course",Testimonials,35-44,male,"PATC Course",,,,38.17,,1.925,0.32467532,123.92857143,2022-01-01,2022-03-31
"PATC Course","PATC Webinar Attendees - PATC Course","Ramnath Iyer",65+,male,"PATC Course",,,,37.92,,2.8461538461538,2.7027027,1024.86486486,2022-01-01,2022-03-31
"PATC Webinar - Conv - 19th Jan 22","Lookalike + Interest","Yatindra Dongre",55-64,male,"PATC Webinar - Conv - 19th Jan 22",,,,37.904215906437,,1.2190476190476,9.375,296.12668677,2022-01-01,2022-03-31
"PATC Course","PATC Course",Vasudev,55-64,female,"PATC Course",,,,37.71,,2.25,16.66666667,2095,2022-01-01,2022-03-31
"PATC Course","PATC Webinar Attendees - PATC Course","Rudrashish Sen",35-44,male,"PATC Course",,,,37.41,,1.25,2.22222222,831.33333333,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","Indicators - Male",55-64,male,"PATC Webinar",,,,37.03,,2.0147058823529,0.72992701,270.2919708,2022-01-01,2022-03-31
"PATC Webinar – Remarketing – Copy","Website Visits",Date,18-24,female,"PATC Webinar – Remarketing – Copy",,,,36.717675422275,,2.7291666666667,0.76335878,280.28759864,2022-01-01,2022-03-31
"PATC Course","PATC Course","Ramnath Iyer",55-64,male,"PATC Course",,,,36.53,,1.95,8.97435897,468.33333333,2022-01-01,2022-03-31
"PATC Webinar – Remarketing – Copy","Website Visits",Discovery,25-34,male,"PATC Webinar – Remarketing – Copy",,,,36.43,,1.2072072072072,0.74626866,271.86567164,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – Forex + 1","Video Ad #3",35-44,male,"PATC Webinar - CBO",,,,36.39,,1.2,4.16666667,303.25,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1",Approach,35-44,female,"PATC Webinar",,,,36.386729470783,,1.3142857142857,4.34782609,395.50792903,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1",Template,55-64,female,"PATC Webinar",,,,36.14,,1.09375,0.71428571,258.14285714,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Reels","New Reel",45-54,female,"PATC Webinar",,,,36.13927277703,,1.8303571428571,1.46341463,176.2891355,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","Landing Page - S",18-24,male,"PATC Webinar",,,,36.059714127916,,1.3353658536585,0.91324201,164.65622889,2022-01-01,2022-03-31
"PATC Webinar – Remarketing – Copy","Website Visits","Last Few Seats Left",18-24,female,"PATC Webinar – Remarketing – Copy",,,,35.889498937563,,2.0078125,0.38910506,139.64785579,2022-01-01,2022-03-31
"Webinar 2021 - 2","Lookalike - Website Visitors","New - Imbalance – Copy",25-34,male,"Webinar 2021 - 2",,,,35.81,,1.0121951219512,1.20481928,431.44578313,2022-01-01,2022-03-31
"PATC Webinar","Lookalike + Engagement - Social Media","Yatindra Dongre - 2",25-34,male,"PATC Webinar",,,,35.7,,1.1106382978723,3.0651341,136.7816092,2022-01-01,2022-03-31
"PATC Course","PATC Webinar Attendees - PATC Course","Milind Bhalerao",25-34,male,"PATC Course",,,,35.57,,1.6987951807229,1.41843972,252.26950355,2022-01-01,2022-03-31
"PATC Webinar - Conv - 19th Jan 22","Lookalike + Interest",Approach,55-64,male,"PATC Webinar - Conv - 19th Jan 22",,,,35.47,,1.7818181818182,2.04081633,361.93877551,2022-01-01,2022-03-31
"PATC Course","PATC Webinar Attendees - PATC Course",Testimonials,45-54,male,"PATC Course",,,,35.4,,2.4565217391304,1.7699115,313.27433628,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","New - Imbalance",45-54,female,"PATC Webinar",,,,35.236039898225,,1.375,1.81818182,213.55175696,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Reels","Webinar Feedback",35-44,male,"PATC Webinar",,,,35.01,,1.04,0.6993007,122.41258741,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","Simplest Way",55-64,male,"PATC Webinar",,,,34.99,,1.9102564102564,1.34228188,234.83221477,2022-01-01,2022-03-31
"PATC Webinar – Remarketing – Copy","Website Visits","Remarketing #3",45-54,male,"PATC Webinar – Remarketing – Copy",,,,34.85,,1.390625,2.24719101,391.57303371,2022-01-01,2022-03-31
"PATC Webinar – Remarketing – Copy","Website Visits","Last Few Seats Left",45-54,unknown,"PATC Webinar – Remarketing – Copy",,,,34.789514294729,,2.8,7.14285714,1242.48265338,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","Doodle Ad",45-54,female,"PATC Webinar",,,,34.73540567843,,1.4027777777778,2.97029703,343.91490771,2022-01-01,2022-03-31
"PATC Webinar – News","News Channels",Indicators,25-34,female,"PATC Webinar – News",,,,34.7,,1.515625,13.40206186,357.73195876,2022-01-01,2022-03-31
"PATC Course","PATC Course","Mentoring Session",45-54,female,"PATC Course",,,,34.65,,2,9.375,541.40625,2022-01-01,2022-03-31
"PATC Webinar – News","News Channels",Template,45-54,female,"PATC Webinar – News",,,,34.59,,1.34375,2.3255814,268.13953488,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1",Template,18-24,female,"PATC Webinar",,,,34.49,,1.3645833333333,1.27226463,87.76081425,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1",Approach,25-34,female,"PATC Webinar",,,,34.287495078238,,1.4454545454545,1.88679245,215.64462313,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","Ajit Mahuli",55-64,female,"PATC Webinar",,,,33.865832027552,,1.2125,5.15463918,349.13228894,2022-01-01,2022-03-31
"PATC Course","PATC Course","Milind Madgaonkar",25-34,female,"PATC Course",,,,33.76,,1.325,7.54716981,636.98113208,2022-01-01,2022-03-31
"PATC Webinar - Conv - 19th Jan 22","Lookalike + Interest","Ajit Mahuli",45-54,female,"PATC Webinar - Conv - 19th Jan 22",,,,33.688755041493,,1.5,5.40540541,303.50229767,2022-01-01,2022-03-31
"PATC Webinar - Conv - 19th Jan 22","Lookalike + Interest","Ajit Mahuli",25-34,female,"PATC Webinar - Conv - 19th Jan 22",,,,33.628757258695,,2.2619047619048,8.42105263,353.98691851,2022-01-01,2022-03-31
"PATC Webinar – News","News Channels",Indicators,35-44,female,"PATC Webinar – News",,,,33.55,,1.6865671641791,4.42477876,296.90265487,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests",Vasudev,55-64,male,"PATC Webinar",,,,33.441573971615,,2.1607142857143,3.30578512,276.37664439,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","Huge Losses",55-64,male,"PATC Webinar",,,,32.889014731612,,1.4675324675325,3.53982301,291.05322771,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","Yatindra Dongre - 2",35-44,female,"PATC Webinar",,,,32.66,,1.3066666666667,5.10204082,333.26530612,2022-01-01,2022-03-31
"PATC Webinar - Conv - 19th Jan 22","Lookalike + Interest",Indicators,18-24,male,"PATC Webinar - Conv - 19th Jan 22",,,,32.269777646094,,1.2794117647059,1.53256705,123.63899481,2022-01-01,2022-03-31
"PATC Webinar","Lookalike + Engagement - Social Media","Analyse Stocks",55-64,male,"PATC Webinar",,,,32.26,,1.3589743589744,1.88679245,608.67924528,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","Concept - Price Action",45-54,male,"PATC Webinar",,,,31.89,,1.3823529411765,3.19148936,339.25531915,2022-01-01,2022-03-31
"PATC Webinar","Lookalike + Engagement - Social Media","Invest in Learning",55-64,male,"PATC Webinar",,,,31.86,,1.3061224489796,0,248.90625,2022-01-01,2022-03-31
"PATC Webinar - Conv - 19th Jan 22","Lookalike + Interest","Prashant Gore",35-44,female,"PATC Webinar - Conv - 19th Jan 22",,,,31.722803461288,,1.7755102040816,2.29885057,364.62992484,2022-01-01,2022-03-31
"Webinar Purchase - Brand Awarness","Webinar Purchase","Testimonials - Reels",65+,male,"Webinar Purchase - Brand Awarness","Estimated ad recall lift (people)",1,31.58,31.58,3.030303030303,2.5384615384615,0,956.96969697,2022-01-01,2022-03-31
"PATC Webinar - Conv - 19th Jan 22","Lookalike + Interest",Date,35-44,male,"PATC Webinar - Conv - 19th Jan 22",,,,31.51,,1.0686274509804,1.83486239,289.08256881,2022-01-01,2022-03-31
"PATC Webinar – News","News Channels","New to Trading",25-34,female,"PATC Webinar – News",,,,31.36,,1.828125,0.85470085,268.03418803,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","Concept - Price Action",25-34,male,"PATC Webinar",,,,31.36,,1.1008403361345,0.76335878,239.38931298,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","Ajit Mahuli",45-54,unknown,"PATC Webinar",,,,31.096172898047,,1.71875,5.45454545,565.38496178,2022-01-01,2022-03-31
"PATC Course","PATC Webinar Attendees - PATC Course","Milind Madgaonkar",65+,male,"PATC Course",,,,31,,2.75,4.54545455,1409.09090909,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1",Vasudev,45-54,female,"PATC Webinar",,,,30.939711760614,,1.0714285714286,1.66666667,257.83093134,2022-01-01,2022-03-31
"Webinar Purchase - Brand Awarness","Webinar Purchase","Testimonials - Reels",25-34,female,"Webinar Purchase - Brand Awarness","Estimated ad recall lift (people)",1,30.86,30.86,1.3698630136986,2.3548387096774,1.36986301,422.73972603,2022-01-01,2022-03-31
"PATC Webinar – News","News Channels",Shark,35-44,female,"PATC Webinar – News",,,,30.52,,1.4878048780488,0,250.16393443,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests",Template,18-24,female,"PATC Webinar",,,,30.18,,2,1.33928571,134.73214286,2022-01-01,2022-03-31
"PATC Webinar – News","News Channels",Analyse,25-34,female,"PATC Webinar – News",,,,30.17,,1.8571428571429,5.76923077,580.19230769,2022-01-01,2022-03-31
"Webinar Purchase - Brand Awarness","Webinar Purchase","Testimonials - Reels",18-24,male,"Webinar Purchase - Brand Awarness","Estimated ad recall lift (people)",1,30.12,30.12,1.0309278350515,2.425,1.03092784,310.51546392,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","Simplest Way",45-54,female,"PATC Webinar",,,,30.03,,2.2435897435897,1.14285714,171.6,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","New - Imbalance",18-24,female,"PATC Webinar",,,,29.929207893627,,1.375,1.51515152,90.69456937,2022-01-01,2022-03-31
"PATC Webinar - Conv - 19th Jan 22","Lookalike + Interest",Template,55-64,female,"PATC Webinar - Conv - 19th Jan 22",,,,29.799945586777,,3.5833333333333,4.65116279,693.02199039,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Reels","Reel #1",18-24,female,"PATC Webinar",,,,29.657193578726,,1.3154761904762,0.22624434,67.09772303,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – News + Interests",Indicators,25-34,male,"PATC Webinar - CBO",,,,29.63,,1.1623931623932,5.88235294,217.86764706,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","Image Ad #1",45-54,male,"PATC Webinar",,,,29.53,,1.0721649484536,0,283.94230769,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Reels","Reel #1",35-44,unknown,"PATC Webinar",,,,29.387219126054,,1.2916666666667,3.22580645,473.98740526,2022-01-01,2022-03-31
"PATC Course","PATC Course",Testimonials,45-54,male,"PATC Course",,,,29.21,,1.5925925925926,2.3255814,226.43410853,2022-01-01,2022-03-31
"PATC Course","PATC Webinar Attendees - PATC Course",Vasudev,65+,male,"PATC Course",,,,28.89,,2.1666666666667,7.69230769,1111.15384615,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","Analyse Stocks",25-34,female,"PATC Webinar",,,,28.635827558825,,1.4571428571429,3.26797386,187.16227163,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – News + Interests","Indicators - Male",25-34,male,"PATC Webinar - CBO",,,,28.45,,1.1285714285714,3.79746835,360.12658228,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","Huge Losses",25-34,female,"PATC Webinar",,,,28.290550665794,,1.547619047619,2.30769231,217.61962051,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","Trading & Investing",25-34,male,"PATC Webinar",,,,28.13,,1.1882352941176,0.99009901,278.51485149,2022-01-01,2022-03-31
"PATC - Webinar - Lead - 21st Dec","Interest Targeting","Inconsistent Profits",35-44,male,"PATC - Webinar - Lead - 21st Dec",,,,27.78,,2.1428571428571,6.66666667,1852,2022-01-01,2022-03-31
"PATC Webinar","Lookalike + Engagement - Social Media","New - Imbalance",55-64,male,"PATC Webinar",,,,27.549659639933,,1.3076923076923,2.94117647,202.57102676,2022-01-01,2022-03-31
"PATC Webinar","Lookalike + Engagement - Social Media","Invest in Learning",25-34,female,"PATC Webinar",,,,27.51,,1.0851063829787,3.92156863,539.41176471,2022-01-01,2022-03-31
"PATC Webinar","Lookalike + Engagement - Social Media",Sharks,45-54,male,"PATC Webinar",,,,27.33,,1.0379746835443,2.43902439,333.29268293,2022-01-01,2022-03-31
"PATC Webinar - Conv - 19th Jan 22","Lookalike + Interest","Indicators - Female",55-64,female,"PATC Webinar - Conv - 19th Jan 22",,,,27.33,,1.85,0,738.64864865,2022-01-01,2022-03-31
